,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
49,40.0,6.0,9.0,32.0,18.0,21.0,34.0,5.0,50.0,10.0,15.0,41.0,7.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,11.0,26.0,13.0,10.0,18.0,0.0,16.0,10.0,2.0,6.0,3.0,18.0,12.0,4.0,44.0,7.0,23.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,7.0,45.0,0.0,24.0,6.0,17.0,6.0,6.0,25.0,7.0,0.0,13.0,43.0,16.0,30.0,0.0,17.0,1.0,26.0,26.0,0.0,0.0,0.0,1.0,8.0,0.0,83.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,18.0,26.0,35.0,10.0,10.0,0.0,54.0,47.0,59.0,0.0,50.0,3.0,44.0,0.0,0.0,3.0,2.0,3.0,0.0,18.0,24.0,0.0,0.0,0.0,23.0,45.0,47.0,0.0,18.0,43.0,0.0,0.0,438.0,416.0,63.0,275.0,10.0,31.0,186.0,64.0,0.0,12.0,0.0,26.0,98.0,0.0,172.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,9.0,9.0,13.0,11.0,15.0,0.0,0.0,2.0,0.0,8.0,0.0,27.0,7.0,9.0,31.0,13.0,62.0,29.0,7.0,4.0,14.0,31.0,0.0,18.0,17.0,85.0,0.0,64.0,128.0,0.0,76.0,221.0,6.0,41.0,9.0,4.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,64.0,33.0,23.0,67.0,6.0,22.0,27.0,0.0,48.0,30.0,51.0,0.0,15.0,37.0,41.0,0.0,37.0,0.0,0.0,4.0,16.0,44.0,28.0,12.0,71.0,12.0,10.0,58.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,12.0,6.0,9.0,12.0,16.0,5.0,38.0,0.0,9.0,0.0,0.0,27.0,1.0,37.0,14.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,31.0,14.0,0.0,6.0,0.0,14.0,0.0,0.0,15.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0,12.0,0.0,17.0,0.0,20.0,43.0,1.0,17.0,46.0,54.0,7.0,25.0,0.0,0.0,43.0,23.0,12.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6.0,0.0,2.0,14.0,11.0,12.0,5.0,0.0,6.0,0.0,8.0,11.0,11.0,12.0,0.0,26.0,4.0,15.0,90.0,35.0,0.0,249.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,24.0,0.0,0.0,13.0,5.0,73.0,21.0,46.0,38.0,45.0,95.0,11.0,15.0,0.0,4.0,0.0,12.0,0.0,59.0,0.0,275.0,0.0,0.0,0.0,34.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,24.0,8.0,23.0,11.0,20.0,4.0,8.0,17.0,48.0,11.0,80.0,19.0,48.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,29.0,0.0,8.0,28.0,3.0,6.0,0.0,0.0,3.0,20.0,19.0,2.0,3.0,0.0,0.0,20.0,0.0,0.0,176.0,13.0,10.0,6.0,16.0,11.0,0.0,12.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,5.0,11.0,8.0,12.0,0.0,0.0,28.0,4.0,0.0,14.0,0.0,0.0,17.0,82.0,3.0,31.0,15.0,0.0,0.0,4.0,40.0,0.0,8.0,0.0,0.0,3.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,20.0,19.0,0.0,4.0,13.0,0.0,0.0,9.0,0.0,16.0,5.0,7.0,16.0,42.0,6.0,21.0,55.0,0.0,128.0,10.0,0.0,0.0,10.0,1.0,13.0,3.0,0.0,37.0,0.0,21.0,6.0,41.0,13.0,0.0,22.0,0.0,0.0,25.0,259.0,53.0,69.0,0.0,0.0,47.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0,20.0,45.0,12.0,21.0,8.0,48.0,24.0,23.0,151.0,25.0,0.0,386.0,0.0,0.0,113.0,95.0,0.0,0.0,0.0,18.0,265.0,0.0,0.0,134.0,135.0,0.0,11.0,0.0,215.0,29.0,391.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,18.0,6.0,21.0,3.0,18.0,0.0,0.0,2.0,6.0,15.0,30.0,0.0,18.0,0.0,0.0,19.0,14.0,12.0,24.0,16.0,15.0,33.0,0.0,16.0,0.0,10.0,4.0,76.0,24.0,12.0,21.0,0.0,1.0,16.0,0.0,0.0,33.0,18.0,6.0,12.0,105.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.0,14.0,8.0,19.0,4.0,17.0,21.0,6.0,13.0,18.0,23.0,17.0,5.0,33.0,12.0,52.0,28.0,48.0,14.0,19.0,43.0,0.0,87.0,1.0,27.0,0.0,13.0,3.0,0.0,34.0,41.0,0.0,25.0,0.0,0.0,0.0,1.0,15.0,0.0,144.0,76.0,120.0,0.0,166.0,72.0,8.0,1.0,17.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,6.0,8.0,6.0,48.0,28.0,0.0,0.0,9.0,8.0,2.0,9.0,13.0,2.0,2.0,0.0,22.0,13.0,32.0,4.0,75.0,43.0,11.0,0.0,76.0,165.0,2.0,0.0,27.0,57.0,7.0,96.0,81.0,0.0,23.0,144.0,0.0,116.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,12.0,55.0,0.0,5.0,7.0,7.0,11.0,17.0,9.0,56.0,0.0,7.0,3.0,78.0,0.0,0.0,29.0,70.0,64.0,0.0,68.0,17.0,13.0,0.0,15.0,21.0,0.0,0.0,3.0,0.0,10.0,2.0,79.0,23.0,0.0,2.0,5.0,51.0,80.0,14.0,5.0,13.0,0.0,0.0,0.0,0.0,23.0,48.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,34.0,63.0,321.0,0.0,12.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,8.0,42.0,0.0,1.0,8.0,55.0,13.0,4.0,7.0,13.0,22.0,4.0,9.0,0.0,21.0,53.0,22.0,0.0,0.0,8.0,17.0,10.0,57.0,3.0,0.0,210.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0,1.0,19.0,4.0,8.0,20.0,4.0,1.0,84.0,25.0,68.0,27.0,16.0,0.0,86.0,0.0,14.0,0.0,2.0,2.0,95.0,79.0,0.0,1.0,3.0,6.0,39.0,706.0,0.0,6.0,27.0,6.0,26.0,28.0,0.0,9.0,52.0,27.0,29.0,10.0,0.0,9.0,0.0,0.0,4.0,41.0,8.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0,22.0,5.0,0.0,3.0,51.0,7.0,16.0,3.0,10.0,128.0,0.0,1.0,11.0,9.0,27.0,18.0,206.0,64.0,7.0,157.0,14.0,180.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0,3.0,32.0,2.0,5.0,21.0,0.0,0.0,29.0,7.0,6.0,5.0,52.0,0.0,0.0,40.0,57.0,2.0,76.0,36.0,0.0,19.0,25.0,26.0,85.0,4.0,21.0,17.0,0.0,65.0,0.0,9.0,102.0,0.0,26.0,69.0,0.0,34.0,0.0,256.0,13.0,73.0,0.0,0.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,14.0,0.0,6.0,42.0,3.0,29.0,10.0,50.0,11.0,50.0,0.0,39.0,13.0,0.0,22.0,5.0,12.0,6.0,5.0,0.0,9.0,0.0,23.0,46.0,58.0,0.0,0.0,17.0,20.0,84.0,24.0,0.0,12.0,18.0,192.0,0.0,29.0,0.0,23.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4.0,18.0,32.0,8.0,13.0,4.0,37.0,3.0,11.0,28.0,0.0,11.0,2.0,9.0,13.0,76.0,32.0,1.0,35.0,15.0,6.0,19.0,4.0,0.0,1.0,0.0,0.0,18.0,9.0,4.0,20.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4.0,27.0,0.0,101.0,0.0,31.0,74.0,20.0,10.0,64.0,19.0,27.0,0.0,17.0,40.0,0.0,385.0,28.0,269.0,33.0,21.0,97.0,6.0,22.0,78.0,58.0,226.0,118.0,0.0,0.0,2.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,20.0,3.0,7.0,0.0,6.0,14.0,2.0,28.0,0.0,0.0,12.0,8.0,15.0,0.0,10.0,3.0,10.0,12.0,25.0,40.0,54.0,0.0,0.0,12.0,0.0,0.0,28.0,27.0,66.0,48.0,16.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,23.0,17.0,19.0,3.0,43.0,2.0,79.0,8.0,0.0,35.0,11.0,4.0,59.0,7.0,45.0,113.0,24.0,11.0,8.0,49.0,78.0,17.0,12.0,2.0,3.0,56.0,52.0,15.0,12.0,59.0,7.0,31.0,29.0,2.0,0.0,48.0,0.0,88.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,13.0,15.0,0.0,0.0,3.0,45.0,10.0,17.0,7.0,13.0,24.0,23.0,66.0,30.0,52.0,0.0,19.0,1.0,34.0,9.0,30.0,0.0,138.0,35.0,0.0,0.0,7.0,27.0,45.0,18.0,21.0,0.0,23.0,126.0,0.0,71.0,0.0,29.0,0.0,0.0,11.0,15.0,0.0,0.0,3.0,0.0,0.0,5.0,53.0,15.0,0.0,61.0,0.0,55.0,180.0,45.0,0.0,7.0,6.0,12.0,8.0,0.0,0.0,16.0,90.0,0.0,0.0,0.0,32.0,506.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,19.0,0.0,20.0,17.0,27.0,47.0,31.0,25.0,12.0,108.0,8.0,27.0,3.0,33.0,26.0,10.0,70.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,3.0,52.0,15.0,0.0,0.0,10.0,63.0,80.0,0.0,13.0,253.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2.0,0.0,29.0,5.0,10.0,27.0,4.0,10.0,12.0,20.0,4.0,7.0,14.0,27.0,1.0,62.0,37.0,8.0,13.0,0.0,0.0,9.0,6.0,0.0,13.0,14.0,22.0,0.0,1.0,0.0,24.0,185.0,5.0,0.0,17.0,39.0,0.0,78.0,214.0,9.0,49.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,16.0,7.0,2.0,16.0,0.0,6.0,68.0,12.0,48.0,13.0,1.0,12.0,32.0,23.0,32.0,0.0,0.0,3.0,10.0,5.0,0.0,0.0,9.0,0.0,18.0,56.0,39.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4.0,16.0,20.0,11.0,19.0,11.0,59.0,63.0,0.0,6.0,62.0,10.0,26.0,99.0,20.0,98.0,14.0,50.0,22.0,0.0,116.0,0.0,38.0,0.0,15.0,0.0,13.0,16.0,50.0,20.0,9.0,0.0,3.0,32.0,0.0,0.0,20.0,9.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,32.0,11.0,0.0,26.0,2.0,21.0,10.0,0.0,28.0,23.0,9.0,27.0,37.0,0.0,92.0,8.0,28.0,30.0,76.0,10.0,0.0,15.0,14.0,191.0,62.0,0.0,95.0,1.0,29.0,44.0,77.0,5.0,17.0,0.0,100.0,0.0,126.0,40.0,278.0,47.0,40.0,65.0,44.0,62.0,28.0,12.0,6.0,0.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,7.0,17.0,15.0,12.0,0.0,19.0,8.0,0.0,51.0,17.0,102.0,60.0,6.0,41.0,1.0,0.0,116.0,0.0,69.0,28.0,119.0,75.0,15.0,27.0,8.0,410.0,19.0,47.0,174.0,88.0,0.0,0.0,2.0,112.0,0.0,25.0,29.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,46.0,14.0,14.0,36.0,17.0,23.0,18.0,90.0,54.0,1.0,64.0,0.0,116.0,23.0,0.0,138.0,0.0,68.0,198.0,41.0,32.0,46.0,145.0,574.0,30.0,71.0,4.0,82.0,46.0,0.0,0.0,0.0,0.0,162.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,13.0,6.0,3.0,0.0,16.0,0.0,15.0,19.0,18.0,38.0,58.0,36.0,78.0,4.0,18.0,2.0,0.0,22.0,22.0,273.0,143.0,7.0,22.0,24.0,2.0,141.0,56.0,0.0,175.0,19.0,0.0,33.0,12.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,12.0,41.0,3.0,2.0,12.0,57.0,1.0,7.0,1.0,46.0,41.0,8.0,0.0,30.0,63.0,0.0,0.0,14.0,10.0,14.0,7.0,43.0,4.0,28.0,21.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,17.0,36.0,28.0,27.0,23.0,0.0,23.0,39.0,21.0,0.0,64.0,1.0,34.0,5.0,5.0,0.0,0.0,0.0,8.0,243.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1.0,12.0,9.0,2.0,0.0,6.0,1.0,15.0,29.0,20.0,0.0,72.0,0.0,24.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,19.0,5.0,8.0,25.0,14.0,11.0,22.0,10.0,0.0,5.0,10.0,50.0,20.0,36.0,19.0,11.0,58.0,8.0,63.0,127.0,52.0,58.0,21.0,8.0,54.0,54.0,0.0,38.0,19.0,0.0,65.0,0.0,0.0,0.0,3.0,23.0,0.0,3.0,0.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5.0,20.0,9.0,17.0,19.0,79.0,96.0,0.0,42.0,6.0,39.0,17.0,10.0,0.0,0.0,105.0,11.0,47.0,0.0,117.0,0.0,44.0,9.0,14.0,9.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,8.0,26.0,17.0,11.0,3.0,14.0,5.0,1.0,10.0,0.0,0.0,4.0,8.0,0.0,0.0,109.0,18.0,23.0,35.0,0.0,69.0,1.0,44.0,8.0,10.0,107.0,0.0,12.0,40.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,42.0,91.0,153.0,47.0,78.0,49.0,15.0,6.0,8.0,104.0,86.0,46.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,5.0,2.0,2.0,47.0,4.0,24.0,36.0,0.0,25.0,0.0,16.0,2.0,31.0,34.0,3.0,57.0,19.0,28.0,0.0,52.0,1.0,24.0,30.0,45.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,12.0,24.0,8.0,12.0,17.0,13.0,6.0,12.0,6.0,8.0,69.0,1.0,0.0,21.0,21.0,2.0,83.0,0.0,0.0,3.0,0.0,31.0,8.0,4.0,0.0,99.0,159.0,0.0,23.0,0.0,71.0,99.0,20.0,20.0,5.0,12.0,7.0,21.0,0.0,16.0,0.0,10.0,0.0,0.0,0.0,153.0,29.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,20.0,0.0,0.0,19.0,0.0,11.0,46.0,16.0,0.0,79.0,70.0,0.0,9.0,31.0,15.0,90.0,2.0,10.0,0.0,17.0,38.0,27.0,0.0,18.0,0.0,0.0,34.0,63.0,0.0,29.0,0.0,15.0,15.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,10.0,0.0,59.0,6.0,21.0,12.0,0.0,0.0,16.0,75.0,42.0,42.0,95.0,22.0,38.0,4.0,0.0,24.0,18.0,13.0,13.0,17.0,98.0,177.0,7.0,29.0,18.0,0.0,53.0,23.0,48.0,23.0,51.0,29.0,0.0,44.0,33.0,11.0,24.0,50.0,20.0,29.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,20.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.0,0.0,32.0,0.0,19.0,23.0,53.0,11.0,0.0,116.0,8.0,2.0,18.0,59.0,146.0,121.0,26.0,2.0,138.0,40.0,70.0,0.0,96.0,60.0,131.0,9.0,40.0,4.0,2.0,27.0,10.0,30.0,0.0,0.0,7.0,52.0,0.0,0.0,0.0,6.0,32.0,6.0,8.0,39.0,0.0,0.0,0.0,0.0,142.0,0.0,40.0,135.0,36.0,0.0,253.0,26.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.0,0.0,16.0,0.0,4.0,5.0,32.0,17.0,21.0,4.0,15.0,44.0,4.0,17.0,3.0,12.0,0.0,49.0,17.0,0.0,3.0,22.0,8.0,17.0,0.0,47.0,6.0,19.0,26.0,143.0,0.0,28.0,0.0,43.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,11.0,17.0,11.0,0.0,8.0,0.0,8.0,12.0,3.0,23.0,8.0,3.0,0.0,14.0,25.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1.0,33.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,151.0,58.0,2.0,0.0,21.0,55.0,16.0,22.0,7.0,0.0,0.0,0.0,13.0,44.0,182.0,1.0,134.0,0.0,44.0,2.0,9.0,24.0,14.0,0.0,34.0,0.0,0.0,0.0,21.0,0.0,10.0,8.0,7.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,11.0,3.0,0.0,32.0,18.0,36.0,9.0,9.0,16.0,20.0,0.0,0.0,5.0,62.0,48.0,9.0,0.0,9.0,5.0,0.0,0.0,14.0,0.0,42.0,53.0,16.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3.0,36.0,11.0,12.0,3.0,19.0,34.0,15.0,18.0,20.0,0.0,89.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,151.0,0.0,0.0,6.0,35.0,16.0,24.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,6.0,35.0,8.0,11.0,9.0,12.0,24.0,0.0,0.0,27.0,21.0,21.0,13.0,15.0,8.0,30.0,8.0,49.0,20.0,4.0,36.0,17.0,8.0,15.0,0.0,16.0,25.0,0.0,0.0,53.0,17.0,100.0,17.0,11.0,21.0,2.0,27.0,11.0,13.0,41.0,14.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,26.0,77.0,0.0,0.0,0.0,0.0,47.0,15.0,50.0,38.0,13.0,13.0,0.0,8.0,2.0,7.0,8.0,0.0,6.0,32.0,0.0,10.0,6.0,21.0,6.0,57.0,0.0,15.0,24.0,2.0,8.0,13.0,0.0,7.0,633.0,88.0,19.0,0.0,2.0,4.0,0.0,4.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3.0,6.0,16.0,35.0,8.0,12.0,19.0,26.0,38.0,0.0,20.0,6.0,67.0,19.0,47.0,9.0,18.0,80.0,44.0,44.0,8.0,58.0,139.0,13.0,81.0,0.0,46.0,23.0,83.0,37.0,0.0,7.0,5.0,5.0,8.0,0.0,7.0,5.0,31.0,13.0,0.0,37.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,10.0,13.0,4.0,28.0,9.0,21.0,0.0,89.0,13.0,4.0,25.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,8.0,15.0,0.0,0.0,34.0,6.0,2.0,14.0,0.0,0.0,0.0,2.0,24.0,20.0,32.0,0.0,0.0,19.0,0.0,0.0,0.0,238.0,19.0,15.0,16.0,0.0,10.0,35.0,201.0,47.0,32.0,27.0,0.0,71.0,9.0,0.0,149.0,18.0,50.0,36.0,66.0,22.0,27.0,116.0,131.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.0,35.0,0.0,4.0,8.0,41.0,0.0,24.0,8.0,39.0,8.0,4.0,81.0,0.0,88.0,35.0,31.0,11.0,0.0,86.0,27.0,37.0,0.0,26.0,0.0,70.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,4.0,3.0,40.0,10.0,10.0,24.0,11.0,8.0,1.0,12.0,13.0,0.0,6.0,39.0,8.0,22.0,23.0,41.0,7.0,29.0,13.0,23.0,8.0,12.0,11.0,13.0,12.0,6.0,0.0,0.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,7.0,17.0,0.0,5.0,84.0,12.0,15.0,25.0,9.0,43.0,12.0,43.0,8.0,31.0,0.0,0.0,58.0,0.0,11.0,20.0,0.0,0.0,0.0,155.0,33.0,65.0,0.0,6.0,42.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,25.0,0.0,15.0,6.0,0.0,12.0,9.0,12.0,4.0,92.0,14.0,0.0,110.0,60.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,18.0,11.0,11.0,0.0,43.0,35.0,30.0,0.0,19.0,50.0,1.0,62.0,27.0,20.0,29.0,40.0,41.0,1.0,7.0,0.0,13.0,143.0,15.0,0.0,21.0,157.0,0.0,0.0,1286.0,0.0,262.0,432.0,19.0,0.0,0.0,49.0,0.0,57.0,32.0,0.0,0.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
