,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
49,17.0,2.0,21.0,27.0,14.0,5.0,35.0,25.0,7.0,0.0,8.0,9.0,9.0,16.0,13.0,21.0,9.0,10.0,0.0,0.0,0.0,0.0,17.0,31.0,1.0,28.0,6.0,10.0,3.0,5.0,18.0,0.0,9.0,2.0,2.0,0.0,2.0,2.0,7.0,0.0,6.0,0.0,4.0,7.0,8.0,5.0,0.0,4.0,2.0,3.0,4.0,0.0,44.0,28.0,10.0,170.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.0,0.0,4.0,36.0,8.0,0.0,0.0,42.0,12.0,7.0,7.0,11.0,12.0,0.0,1.0,20.0,31.0,2.0,0.0,3.0,18.0,45.0,0.0,73.0,0.0,51.0,1.0,11.0,0.0,13.0,42.0,33.0,0.0,8.0,20.0,0.0,73.0,19.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,24.0,12.0,7.0,4.0,16.0,4.0,18.0,16.0,0.0,9.0,23.0,5.0,14.0,2.0,22.0,26.0,0.0,7.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,5.0,15.0,0.0,0.0,0.0,7.0,17.0,5.0,28.0,61.0,21.0,39.0,0.0,45.0,55.0,0.0,79.0,1.0,39.0,15.0,10.0,6.0,55.0,26.0,3.0,15.0,21.0,21.0,73.0,60.0,6.0,30.0,0.0,0.0,197.0,0.0,10.0,22.0,0.0,171.0,30.0,192.0,11.0,27.0,55.0,13.0,522.0,6.0,45.0,17.0,130.0,6.0,106.0,120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,15.0,40.0,0.0,5.0,2.0,3.0,11.0,11.0,23.0,57.0,73.0,2.0,22.0,13.0,13.0,2.0,0.0,14.0,8.0,0.0,30.0,0.0,3.0,12.0,9.0,16.0,0.0,0.0,13.0,3.0,13.0,0.0,0.0,0.0,22.0,0.0,0.0,117.0,17.0,13.0,35.0,23.0,0.0,14.0,0.0,8.0,0.0,0.0,13.0,0.0,77.0,7.0,13.0,7.0,17.0,35.0,9.0,0.0,73.0,0.0,22.0,339.0,159.0,5.0,63.0,33.0,0.0,33.0,3.0,202.0,0.0,31.0,189.0,208.0,0.0,62.0,23.0,0.0,0.0,0.0,12.0,0.0,14.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0,5.0,11.0,16.0,1.0,6.0,25.0,0.0,24.0,0.0,0.0,0.0,25.0,8.0,102.0,2.0,5.0,27.0,53.0,2.0,12.0,221.0,5.0,2.0,0.0,0.0,11.0,2.0,48.0,9.0,19.0,10.0,10.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5.0,12.0,11.0,12.0,15.0,29.0,10.0,19.0,0.0,26.0,19.0,43.0,1.0,18.0,21.0,14.0,41.0,21.0,10.0,0.0,122.0,0.0,18.0,82.0,26.0,81.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,10.0,26.0,0.0,19.0,20.0,5.0,26.0,0.0,0.0,0.0,2.0,22.0,3.0,23.0,9.0,44.0,37.0,1.0,33.0,18.0,38.0,16.0,53.0,14.0,16.0,28.0,9.0,31.0,5.0,10.0,51.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,13.0,25.0,28.0,39.0,0.0,0.0,6.0,0.0,10.0,5.0,2.0,20.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0,37.0,10.0,10.0,10.0,16.0,0.0,0.0,27.0,8.0,17.0,0.0,0.0,43.0,31.0,1.0,32.0,65.0,0.0,16.0,8.0,30.0,0.0,5.0,45.0,0.0,0.0,106.0,46.0,0.0,0.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,55.0,10.0,5.0,24.0,3.0,4.0,0.0,9.0,2.0,0.0,4.0,44.0,0.0,7.0,30.0,152.0,14.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,25.0,3.0,0.0,80.0,46.0,67.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,0.0,0.0,6.0,14.0,16.0,23.0,16.0,2.0,15.0,13.0,13.0,0.0,9.0,47.0,53.0,32.0,20.0,0.0,31.0,11.0,0.0,14.0,19.0,39.0,0.0,20.0,32.0,10.0,0.0,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,7.0,34.0,12.0,13.0,19.0,0.0,7.0,22.0,54.0,53.0,50.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,54.0,21.0,0.0,40.0,62.0,0.0,122.0,0.0,0.0,54.0,1.0,46.0,21.0,0.0,0.0,0.0,73.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,8.0,40.0,0.0,2.0,1.0,0.0,8.0,1.0,19.0,17.0,10.0,14.0,22.0,0.0,11.0,0.0,5.0,10.0,0.0,0.0,14.0,42.0,20.0,0.0,9.0,7.0,15.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1.0,22.0,0.0,2.0,0.0,14.0,20.0,1.0,0.0,24.0,8.0,10.0,1.0,6.0,0.0,0.0,64.0,56.0,0.0,1.0,0.0,38.0,18.0,0.0,0.0,17.0,0.0,0.0,12.0,0.0,6.0,5.0,39.0,3.0,13.0,8.0,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,14.0,18.0,7.0,0.0,12.0,21.0,1.0,6.0,4.0,5.0,6.0,26.0,19.0,9.0,24.0,30.0,0.0,5.0,2.0,11.0,0.0,0.0,17.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,29.0,22.0,18.0,0.0,11.0,10.0,14.0,35.0,52.0,0.0,16.0,0.0,8.0,0.0,16.0,8.0,31.0,52.0,5.0,0.0,0.0,0.0,157.0,0.0,80.0,54.0,0.0,16.0,44.0,0.0,7.0,0.0,224.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0,22.0,18.0,39.0,20.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2.0,31.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,27.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,8.0,2.0,7.0,0.0,0.0,8.0,6.0,11.0,22.0,0.0,0.0,21.0,12.0,0.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0,35.0,2.0,3.0,43.0,4.0,30.0,8.0,0.0,1.0,2.0,1.0,0.0,21.0,47.0,29.0,0.0,15.0,77.0,0.0,14.0,28.0,0.0,0.0,6.0,0.0,6.0,0.0,13.0,0.0,5.0,42.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,12.0,21.0,22.0,4.0,0.0,0.0,0.0,35.0,34.0,12.0,6.0,0.0,43.0,4.0,0.0,7.0,27.0,4.0,34.0,12.0,16.0,0.0,66.0,15.0,28.0,30.0,12.0,4.0,13.0,18.0,93.0,60.0,6.0,3.0,243.0,80.0,32.0,0.0,7.0,122.0,11.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,17.0,0.0,22.0,19.0,34.0,21.0,1.0,19.0,16.0,2.0,6.0,40.0,24.0,73.0,0.0,0.0,93.0,0.0,19.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,200.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,6.0,11.0,0.0,8.0,3.0,0.0,0.0,18.0,40.0,69.0,0.0,19.0,0.0,47.0,0.0,2.0,39.0,44.0,42.0,39.0,0.0,240.0,0.0,77.0,0.0,4.0,0.0,26.0,6.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,8.0,6.0,0.0,10.0,0.0,0.0,22.0,18.0,20.0,5.0,0.0,28.0,0.0,15.0,0.0,22.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,32.0,6.0,12.0,17.0,0.0,50.0,35.0,9.0,48.0,0.0,6.0,23.0,55.0,24.0,50.0,7.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,5.0,16.0,0.0,17.0,2.0,41.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,17.0,0.0,16.0,15.0,8.0,0.0,4.0,2.0,17.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,1.0,2.0,0.0,12.0,3.0,12.0,15.0,12.0,7.0,0.0,0.0,25.0,8.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,7.0,26.0,0.0,8.0,3.0,0.0,5.0,0.0,0.0,8.0,0.0,24.0,41.0,0.0,0.0,0.0,10.0,0.0,10.0,6.0,18.0,3.0,0.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,44.0,33.0,2.0,7.0,0.0,14.0,4.0,2.0,0.0,46.0,20.0,23.0,8.0,15.0,2.0,18.0,21.0,31.0,32.0,13.0,0.0,12.0,32.0,42.0,40.0,78.0,36.0,0.0,138.0,93.0,137.0,9.0,9.0,0.0,4.0,10.0,3.0,0.0,42.0,14.0,57.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,4.0,17.0,41.0,0.0,12.0,0.0,5.0,15.0,3.0,18.0,0.0,66.0,22.0,2.0,24.0,9.0,13.0,7.0,11.0,44.0,44.0,5.0,1.0,71.0,8.0,56.0,15.0,0.0,28.0,2.0,38.0,7.0,22.0,0.0,5.0,70.0,3.0,142.0,37.0,1.0,0.0,22.0,30.0,55.0,2.0,58.0,107.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
