,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270
20,26.0,37.0,28.0,29.0,20.0,44.0,19.0,33.0,23.0,19.0,16.0,71.0,57.0,66.0,74.0,68.0,82.0,78.0,70.0,87.0,43.0,70.0,41.0,47.0,23.0,28.0,23.0,55.0,10.0,54.0,3.0,16.0,12.0,81.0,53.0,59.0,88.0,119.0,125.0,101.0,80.0,97.0,85.0,136.0,96.0,97.0,98.0,94.0,79.0,66.0,73.0,72.0,58.0,76.0,67.0,90.0,74.0,75.0,32.0,27.0,8.0,0.0,0.0,0.0,-45.0,-28.0,-50.0,-31.0,-23.0,-28.0,-45.0,-47.0,-59.0,-48.0,-46.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,37.0,46.0,42.0,55.0,40.0,65.0,41.0,46.0,39.0,41.0,21.0,38.0,23.0,26.0,24.0,34.0,25.0,41.0,21.0,31.0,25.0,48.0,-29.0,43.0,11.0,27.0,24.0,67.0,60.0,67.0,53.0,77.0,53.0,96.0,62.0,102.0,61.0,70.0,75.0,82.0,62.0,117.0,107.0,103.0,103.0,150.0,113.0,112.0,104.0,119.0,95.0,133.0,115.0,137.0,117.0,140.0,122.0,141.0,89.0,114.0,95.0,120.0,87.0,99.0,82.0,231.0,253.0,251.0,269.0,387.0,353.0,424.0,399.0,453.0,500.0,677.0,717.0,795.0,806.0,923.0,946.0,1022.0,988.0,1087.0,1079.0,1114.0,1145.0,5959.0,6045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,25.0,51.0,3.0,25.0,14.0,29.0,7.0,20.0,10.0,15.0,-10.0,52.0,31.0,37.0,47.0,51.0,39.0,55.0,49.0,41.0,47.0,50.0,52.0,62.0,46.0,53.0,39.0,38.0,3.0,16.0,12.0,22.0,18.0,21.0,20.0,20.0,5.0,9.0,-1.0,0.0,-3.0,-4.0,-9.0,0.0,-27.0,-15.0,-12.0,-17.0,-19.0,-19.0,-36.0,-32.0,-20.0,-13.0,-37.0,-23.0,-36.0,-23.0,-38.0,0.0,-21.0,-10.0,-39.0,-39.0,-98.0,-98.0,-98.0,-105.0,-90.0,-87.0,-96.0,-15.0,-22.0,-24.0,-32.0,-19.0,-27.0,-23.0,-26.0,-31.0,-28.0,-23.0,-25.0,-14.0,-22.0,-19.0,-23.0,-23.0,-37.0,-37.0,-27.0,-27.0,-26.0,-20.0,-18.0,-26.0,-12.0,-11.0,-26.0,-23.0,-39.0,-39.0,-37.0,-19.0,-12.0,-9.0,-9.0,-7.0,-44.0,-40.0,-45.0,-45.0,-45.0,-45.0,-44.0,-46.0,-53.0,-53.0,-53.0,-51.0,-49.0,-41.0,-37.0,-44.0,-44.0,-37.0,-35.0,-35.0,-43.0,-46.0,-23.0,-32.0,-20.0,-20.0,-20.0,-43.0,-1687.0,-1817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,41.0,41.0,26.0,34.0,30.0,47.0,28.0,53.0,20.0,21.0,20.0,16.0,12.0,15.0,-7.0,-8.0,-3.0,0.0,-9.0,0.0,-17.0,-9.0,-37.0,-2.0,-17.0,36.0,51.0,62.0,0.0,0.0,0.0,10.0,0.0,0.0,-11.0,-3.0,-63.0,-46.0,-53.0,-56.0,-50.0,-27.0,-89.0,-84.0,-98.0,-84.0,-87.0,-70.0,-95.0,-77.0,-81.0,-72.0,-66.0,-52.0,-39.0,-37.0,-31.0,-23.0,-21.0,-9.0,-35.0,-23.0,-57.0,-55.0,-44.0,-16.0,-12.0,-16.0,-57.0,-17.0,-23.0,-38.0,-113.0,-131.0,-53.0,-70.0,-162.0,-151.0,-175.0,-65.0,-141.0,-134.0,-136.0,-86.0,-170.0,-205.0,-222.0,-58.0,-27.0,-6.0,-36.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-757.0,-749.0,-739.0,-739.0,-739.0,-750.0,-752.0,-743.0,-742.0,-742.0,-737.0,-750.0,-1165.0,-1221.0,-1458.0,-1600.0,-1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24.0,55.0,37.0,43.0,31.0,42.0,20.0,34.0,18.0,33.0,26.0,45.0,9.0,21.0,23.0,23.0,15.0,27.0,14.0,24.0,10.0,32.0,4.0,0.0,0.0,14.0,5.0,19.0,14.0,17.0,16.0,10.0,10.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,8.0,19.0,20.0,30.0,31.0,21.0,0.0,0.0,-27.0,-10.0,0.0,25.0,-30.0,-31.0,-21.0,-17.0,-75.0,-56.0,-75.0,-61.0,-170.0,-124.0,-112.0,-100.0,-61.0,-52.0,-77.0,397.0,474.0,529.0,489.0,9994.0,9995.0,9995.0,9996.0,9996.0,9997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,22.0,56.0,32.0,23.0,26.0,28.0,16.0,58.0,44.0,47.0,36.0,44.0,13.0,13.0,10.0,16.0,17.0,17.0,0.0,7.0,0.0,0.0,-37.0,-20.0,-19.0,-27.0,-44.0,-20.0,-32.0,-26.0,-74.0,-34.0,-53.0,-15.0,-51.0,-46.0,-44.0,-3.0,-7.0,-7.0,-15.0,-14.0,-8.0,5.0,11.0,24.0,9.0,11.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,26.0,-8.0,0.0,-6.0,-2.0,0.0,0.0,0.0,-6.0,0.0,0.0,-8.0,0.0,-12.0,-4.0,-4.0,0.0,-84.0,-62.0,-76.0,-82.0,-60.0,-55.0,-57.0,-49.0,-63.0,-62.0,-45.0,-52.0,-51.0,-51.0,-70.0,-33.0,-45.0,-31.0,-85.0,-58.0,-56.0,-40.0,-41.0,-4.0,-98.0,-59.0,-59.0,-56.0,-59.0,-57.0,-36.0,-39.0,-48.0,-39.0,-53.0,-52.0,-51.0,0.0,-51.0,-50.0,-49.0,-49.0,-49.0,-48.0,-48.0,-37.0,-37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,29.0,35.0,25.0,34.0,28.0,41.0,27.0,34.0,45.0,52.0,58.0,65.0,31.0,57.0,59.0,52.0,37.0,63.0,29.0,21.0,22.0,39.0,28.0,30.0,19.0,28.0,17.0,27.0,17.0,27.0,19.0,21.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,26.0,0.0,13.0,15.0,11.0,12.0,32.0,38.0,36.0,33.0,28.0,25.0,28.0,31.0,37.0,30.0,33.0,26.0,46.0,49.0,52.0,40.0,35.0,36.0,38.0,22.0,31.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,19.0,39.0,40.0,39.0,14.0,50.0,44.0,46.0,37.0,36.0,39.0,58.0,54.0,63.0,47.0,53.0,27.0,37.0,2.0,29.0,18.0,31.0,-26.0,-5.0,-20.0,-14.0,-25.0,-17.0,-22.0,-4.0,-23.0,-8.0,-30.0,-25.0,-26.0,-23.0,-33.0,-13.0,-20.0,-11.0,-11.0,-13.0,-7.0,-7.0,-8.0,-16.0,-29.0,0.0,-16.0,-15.0,-19.0,-12.0,-23.0,-8.0,-15.0,-9.0,-8.0,-7.0,-9.0,-5.0,-8.0,-7.0,-18.0,-10.0,-9.0,-6.0,-7.0,-10.0,-12.0,-13.0,-10.0,-10.0,-11.0,-12.0,-12.0,-11.0,-12.0,-12.0,-13.0,-12.0,-12.0,-15.0,-15.0,-12.0,-15.0,-15.0,-20.0,-15.0,-7.0,-8.0,-13.0,-14.0,-15.0,-6.0,-9.0,3.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8.0,23.0,17.0,37.0,24.0,29.0,31.0,45.0,37.0,31.0,36.0,33.0,29.0,66.0,27.0,67.0,33.0,71.0,54.0,58.0,24.0,17.0,18.0,20.0,21.0,48.0,34.0,62.0,41.0,53.0,12.0,43.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,35.0,24.0,64.0,12.0,0.0,0.0,0.0,0.0,38.0,42.0,58.0,8.0,0.0,0.0,-1.0,0.0,79.0,54.0,69.0,61.0,77.0,55.0,72.0,49.0,69.0,69.0,65.0,56.0,61.0,57.0,26.0,16.0,12.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-5.0,-5.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,14.0,11.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,22.0,54.0,32.0,38.0,24.0,39.0,34.0,39.0,27.0,27.0,17.0,31.0,30.0,20.0,1.0,28.0,15.0,12.0,15.0,15.0,0.0,26.0,-35.0,-6.0,-25.0,-20.0,-22.0,-19.0,-52.0,-20.0,-34.0,-27.0,-61.0,-50.0,-72.0,-48.0,-89.0,-40.0,-63.0,-32.0,-29.0,-19.0,-35.0,-9.0,-18.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,-9.0,-10.0,-5.0,-9.0,-10.0,-6.0,0.0,0.0,-64.0,-20.0,-150.0,-85.0,-135.0,-44.0,-45.0,-41.0,-50.0,0.0,0.0,0.0,0.0,0.0,-27.0,-14.0,-14.0,-11.0,-24.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,35.0,57.0,37.0,26.0,46.0,37.0,56.0,45.0,31.0,57.0,16.0,28.0,24.0,28.0,27.0,31.0,18.0,15.0,22.0,30.0,20.0,46.0,26.0,41.0,4.0,3.0,11.0,6.0,-1.0,2.0,0.0,4.0,3.0,18.0,2.0,11.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,-1.0,0.0,19.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,-7.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31.0,24.0,18.0,48.0,40.0,43.0,46.0,50.0,47.0,46.0,24.0,51.0,19.0,48.0,71.0,73.0,36.0,61.0,58.0,74.0,52.0,79.0,56.0,123.0,132.0,145.0,99.0,130.0,87.0,100.0,154.0,133.0,160.0,142.0,153.0,207.0,166.0,193.0,177.0,220.0,226.0,286.0,296.0,341.0,305.0,306.0,293.0,304.0,300.0,346.0,303.0,329.0,325.0,365.0,375.0,369.0,390.0,462.0,473.0,493.0,481.0,618.0,659.0,645.0,661.0,669.0,670.0,790.0,776.0,810.0,931.0,1134.0,1336.0,1343.0,1308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,30.0,44.0,33.0,40.0,38.0,42.0,50.0,56.0,48.0,59.0,6.0,18.0,31.0,37.0,35.0,31.0,11.0,54.0,48.0,67.0,50.0,49.0,57.0,69.0,45.0,85.0,68.0,63.0,55.0,68.0,83.0,99.0,48.0,58.0,44.0,85.0,17.0,20.0,35.0,30.0,-36.0,46.0,48.0,53.0,47.0,42.0,13.0,20.0,21.0,16.0,4.0,108.0,87.0,125.0,95.0,115.0,89.0,103.0,64.0,126.0,100.0,101.0,96.0,171.0,139.0,137.0,75.0,84.0,50.0,192.0,232.0,400.0,419.0,412.0,425.0,642.0,219.0,321.0,359.0,384.0,395.0,375.0,372.0,396.0,132.0,160.0,158.0,169.0,157.0,165.0,167.0,158.0,158.0,168.0,152.0,155.0,164.0,182.0,191.0,176.0,191.0,211.0,256.0,334.0,409.0,400.0,399.0,420.0,427.0,430.0,430.0,430.0,430.0,432.0,435.0,542.0,487.0,519.0,487.0,660.0,636.0,683.0,725.0,782.0,927.0,1031.0,847.0,1167.0,1170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,29.0,35.0,29.0,50.0,34.0,47.0,24.0,36.0,30.0,54.0,40.0,58.0,39.0,53.0,42.0,50.0,27.0,34.0,3.0,9.0,4.0,67.0,47.0,44.0,53.0,70.0,0.0,13.0,17.0,64.0,69.0,62.0,61.0,61.0,58.0,67.0,68.0,60.0,19.0,22.0,9.0,19.0,4.0,22.0,5.0,29.0,32.0,25.0,19.0,19.0,23.0,27.0,30.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,33.0,46.0,35.0,41.0,13.0,35.0,25.0,43.0,32.0,36.0,20.0,11.0,0.0,15.0,18.0,49.0,36.0,28.0,22.0,63.0,46.0,40.0,24.0,36.0,18.0,22.0,15.0,71.0,46.0,75.0,71.0,89.0,71.0,107.0,41.0,54.0,0.0,12.0,0.0,22.0,16.0,42.0,37.0,36.0,-1.0,-2.0,-6.0,0.0,0.0,12.0,-40.0,-33.0,-54.0,-44.0,-47.0,-37.0,-31.0,-35.0,-53.0,-34.0,-33.0,-3.0,0.0,0.0,0.0,0.0,-14.0,0.0,-24.0,-17.0,-6.0,-14.0,-11.0,0.0,0.0,0.0,-7.0,0.0,-3.0,-12.0,-16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,24.0,33.0,23.0,30.0,33.0,50.0,40.0,36.0,24.0,27.0,32.0,33.0,34.0,35.0,34.0,58.0,34.0,49.0,44.0,53.0,-5.0,14.0,-4.0,34.0,-18.0,-7.0,-17.0,-7.0,-19.0,0.0,-7.0,40.0,23.0,32.0,25.0,29.0,32.0,18.0,11.0,12.0,0.0,0.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,7.0,19.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,31.0,37.0,21.0,48.0,40.0,38.0,28.0,38.0,32.0,39.0,14.0,44.0,13.0,27.0,-8.0,9.0,12.0,13.0,15.0,17.0,2.0,1.0,13.0,28.0,24.0,13.0,0.0,15.0,20.0,23.0,22.0,17.0,22.0,38.0,14.0,98.0,105.0,94.0,120.0,119.0,122.0,141.0,112.0,115.0,105.0,187.0,147.0,241.0,228.0,241.0,234.0,243.0,178.0,203.0,137.0,185.0,169.0,267.0,245.0,290.0,278.0,325.0,284.0,440.0,322.0,416.0,319.0,440.0,411.0,454.0,465.0,581.0,581.0,616.0,612.0,630.0,610.0,633.0,625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,32.0,44.0,34.0,49.0,49.0,50.0,50.0,51.0,9.0,46.0,21.0,40.0,28.0,33.0,21.0,44.0,-45.0,-34.0,-31.0,-28.0,-20.0,-36.0,-93.0,-81.0,-77.0,-12.0,-24.0,-20.0,-36.0,-44.0,-51.0,-31.0,-38.0,-46.0,-44.0,-40.0,-103.0,-81.0,-96.0,-93.0,-148.0,-144.0,-144.0,-130.0,-126.0,-131.0,-246.0,-252.0,-254.0,-184.0,-213.0,-159.0,-187.0,-93.0,-162.0,-154.0,-250.0,-267.0,-292.0,-260.0,-285.0,-276.0,-299.0,-308.0,-306.0,-299.0,-300.0,-289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,27.0,25.0,27.0,54.0,21.0,27.0,23.0,23.0,34.0,37.0,15.0,5.0,17.0,23.0,17.0,21.0,10.0,28.0,5.0,21.0,37.0,37.0,50.0,75.0,33.0,48.0,50.0,38.0,0.0,0.0,0.0,0.0,-25.0,-28.0,-15.0,46.0,31.0,47.0,-23.0,4.0,18.0,0.0,0.0,0.0,-28.0,0.0,-51.0,-45.0,-52.0,-75.0,-87.0,-72.0,-75.0,-39.0,-18.0,-12.0,-1.0,0.0,-5.0,-21.0,-15.0,-37.0,-18.0,13.0,5.0,12.0,13.0,31.0,4.0,9.0,24.0,27.0,18.0,23.0,11.0,50.0,30.0,37.0,30.0,36.0,5.0,12.0,6.0,15.0,4.0,6.0,8.0,10.0,4.0,11.0,4.0,5.0,0.0,0.0,16.0,14.0,12.0,12.0,19.0,14.0,21.0,16.0,24.0,14.0,8.0,51.0,43.0,860.0,1098.0,2250.0,5589.0,6715.0,6715.0,6715.0,6715.0,6715.0,50.0,51.0,48.0,47.0,36.0,36.0,36.0,36.0,36.0,1128.0,1308.0,1308.0,1308.0,1308.0,1307.0,1311.0,1311.0,1311.0,1572.0,1579.0,1582.0,1597.0,1609.0,1609.0,1597.0,1617.0,1617.0,1617.0,1587.0,1583.0,1615.0,1631.0,7069.0,7069.0,7069.0,7069.0,9980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,11.0,44.0,25.0,34.0,25.0,49.0,32.0,41.0,29.0,35.0,25.0,18.0,16.0,29.0,31.0,25.0,13.0,17.0,14.0,28.0,25.0,23.0,16.0,21.0,14.0,14.0,6.0,10.0,9.0,37.0,28.0,26.0,-10.0,17.0,-4.0,-5.0,-20.0,37.0,50.0,53.0,35.0,23.0,0.0,23.0,20.0,23.0,0.0,66.0,40.0,94.0,87.0,101.0,42.0,80.0,74.0,42.0,43.0,25.0,31.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,20.0,10.0,89.0,90.0,143.0,172.0,584.0,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,25.0,31.0,41.0,37.0,43.0,51.0,34.0,45.0,59.0,93.0,50.0,39.0,43.0,43.0,12.0,35.0,0.0,32.0,12.0,5.0,0.0,26.0,-2.0,11.0,-40.0,-36.0,-66.0,-47.0,-64.0,-53.0,-52.0,-15.0,-29.0,-25.0,-12.0,-13.0,-43.0,-21.0,-114.0,-108.0,-125.0,-93.0,-142.0,-92.0,-87.0,-102.0,-122.0,-125.0,-122.0,-130.0,-159.0,-137.0,-141.0,-169.0,-155.0,-141.0,-159.0,-157.0,-184.0,-112.0,-103.0,-107.0,-133.0,-157.0,-214.0,-86.0,-150.0,-149.0,-146.0,-121.0,-142.0,-139.0,-116.0,-129.0,-123.0,-20.0,-147.0,-106.0,-103.0,-90.0,-166.0,-140.0,-149.0,-34.0,-19.0,-21.0,-57.0,-52.0,-54.0,-41.0,-39.0,-25.0,-111.0,-29.0,-19.0,-22.0,-25.0,-8.0,-109.0,-109.0,-109.0,-79.0,-83.0,-117.0,-180.0,-152.0,-188.0,-94.0,-160.0,-36.0,-203.0,-163.0,-165.0,-162.0,-175.0,-182.0,-178.0,-180.0,-290.0,-157.0,-270.0,-275.0,-338.0,-272.0,-272.0,-259.0,-518.0,-585.0,-621.0,-511.0,-512.0,-549.0,-660.0,-461.0,-745.0,-566.0,-1000.0,-605.0,-666.0,-720.0,-738.0,-734.0,-733.0,-744.0,-721.0,-951.0,-975.0,-768.0,-797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,39.0,40.0,42.0,56.0,28.0,47.0,38.0,39.0,28.0,41.0,41.0,57.0,56.0,61.0,43.0,66.0,42.0,51.0,43.0,59.0,28.0,55.0,-14.0,-1.0,-1.0,13.0,1.0,32.0,-7.0,1.0,6.0,4.0,-13.0,55.0,-29.0,-12.0,-45.0,-5.0,-28.0,-22.0,-42.0,-47.0,-53.0,-36.0,-54.0,-37.0,-60.0,-64.0,-259.0,-29.0,-69.0,-46.0,-145.0,-51.0,-88.0,-7.0,-60.0,-54.0,-56.0,-68.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
