,Event,Site,Date,Round,White,Black,Result,BlackElo,ECO,EventCountry,EventDate,EventRounds,EventType,PlyCount,Source,SourceDate,SourceQuality,SourceTitle,SourceVersion,SourceVersionDate,WhiteElo,BlackTeam,WhiteTeam,EventCategory,BlackTeamCountry,WhiteTeamCountry
144,2nd elllobregat Open 2021,Castelldefels ESP,2021.12.07,8.3,"Meshkovs, Nikita","Erigaisi, Arjun",1/2-1/2,2627,A13,ESP,2021.11.30,9,swiss,84,Mark Crowther,2021.12.13,2,The Week in Chess 1414,3,2021.12.14,2557,,,,,
145,2nd elllobregat Open 2021,Castelldefels ESP,2021.12.08,9.3,"Erigaisi, Arjun","Muradli, Mahammad",1/2-1/2,2501,E20,ESP,2021.11.30,9,swiss,83,Mark Crowther,2021.12.13,2,The Week in Chess 1414,3,2021.12.14,2627,,,,,
146,8th Sunway Sitges 2021,Sitges ESP,2021.12.13,1.8,"Rajarishi, Karthi","Erigaisi, Arjun",0-1,2629,D31,ESP,2021.12.13,10,swiss,40,Mark Crowther,2021.12.20,2,The Week in Chess 1415,1,2021.12.20,2207,,,,,
147,8th Sunway Sitges 2021,Sitges ESP,2021.12.14,2.8,"Erigaisi, Arjun","Salimova, Nurgyul",1/2-1/2,2353,D35,ESP,2021.12.13,10,swiss,174,Mark Crowther,2021.12.20,2,The Week in Chess 1415,1,2021.12.20,2629,,,,,
148,8th Sunway Sitges 2021,Sitges ESP,2021.12.15,3.28,"Santarius, E.","Erigaisi, Arjun",0-1,2629,E04,ESP,2021.12.13,10,swiss,84,Mark Crowther,2021.12.20,2,The Week in Chess 1415,1,2021.12.20,2355,,,,,
149,8th Sunway Sitges 2021,Sitges ESP,2021.12.16,4.14,"Erigaisi, Arjun","Baenziger, Fabian",1/2-1/2,2409,B97,ESP,2021.12.13,10,swiss,91,Mark Crowther,2021.12.20,2,The Week in Chess 1415,1,2021.12.20,2629,,,,,
150,8th Sunway Sitges 2021,Sitges ESP,2021.12.17,5.14,"Boyer, Mahel","Erigaisi, Arjun",0-1,2629,D38,ESP,2021.12.13,10,swiss,52,Mark Crowther,2021.12.20,2,The Week in Chess 1415,1,2021.12.20,2427,,,,,
151,8th Sunway Sitges 2021,Sitges ESP,2021.12.19,6.7,"Erigaisi, Arjun","Van Foreest, Lucas",1/2-1/2,2530,A05,ESP,2021.12.13,10,swiss,78,Mark Crowther,2021.12.20,2,The Week in Chess 1415,1,2021.12.20,2629,,,,,
152,8th Sunway Sitges 2021,Sitges ESP,2021.12.20,7.7,"Nestorovic, N.","Erigaisi, Arjun",0-1,2629,B23,ESP,2021.12.13,10,swiss,78,Mark Crowther,2021.12.20,2,The Week in Chess 1415,1,2021.12.20,2467,,,,,
153,8th Sunway Sitges 2021,Sitges ESP,2021.12.21,8.4,"Erigaisi, Arjun","Muradli, Mahammad",1-0,2503,B23,ESP,2021.12.13,10,swiss,65,Mark Crowther,2021.12.27,2,The Week in Chess 1416,2,2021.12.29,2629,,,,,
154,8th Sunway Sitges 2021,Sitges ESP,2021.12.22,9.3,"Puranik, A.","Erigaisi, Arjun",1-0,2629,B40,ESP,2021.12.13,10,swiss,67,Mark Crowther,2021.12.27,2,The Week in Chess 1416,2,2021.12.29,2604,,,,,
155,8th Sunway Sitges 2021,Sitges ESP,2021.12.23,10.7,"Erigaisi, Arjun","Vasquez Schroeder, R.",1-0,2484,D45,ESP,2021.12.13,10,swiss,169,Mark Crowther,2021.12.27,2,The Week in Chess 1416,2,2021.12.29,2629,,,,,
156,Tata Steel Challengers,Wijk aan Zee NED,2022.01.15,1.1,"Erigaisi, Arjun","Van Foreest, Lucas",1/2-1/2,2539,D02,NED,2022.01.15,13,tourn,78,Mark Crowther,2022.01.17,2,The Week in Chess 1419,1,2022.01.17,2632,,,13,,
157,Tata Steel Challengers,Wijk aan Zee NED,2022.01.16,2.4,"Warmerdam, Max","Erigaisi, Arjun",0-1,2632,E06,NED,2022.01.15,13,tourn,50,Mark Crowther,2022.01.17,2,The Week in Chess 1419,1,2022.01.17,2607,,,13,,
158,Tata Steel Challengers,Wijk aan Zee NED,2022.01.17,3.2,"Erigaisi, Arjun","Dardha, Daniel",1-0,2532,B32,NED,2022.01.15,13,tourn,83,Mark Crowther,2022.01.17,2,The Week in Chess 1419,1,2022.01.17,2632,,,13,,
159,Tata Steel Challengers,Wijk aan Zee NED,2022.01.18,4.2,"Vogel, Roven","Erigaisi, Arjun",0-1,2632,E94,NED,2022.01.15,13,tourn,60,Mark Crowther,2022.01.24,2,The Week in Chess 1420,2,2022.01.26,2452,,,13,,
160,Tata Steel Challengers,Wijk aan Zee NED,2022.01.20,5.1,"Erigaisi, Arjun","Murzin, Volodar",1-0,2519,D10,NED,2022.01.15,13,tourn,141,Mark Crowther,2022.01.24,2,The Week in Chess 1420,2,2022.01.26,2632,,,13,,
161,Tata Steel Challengers,Wijk aan Zee NED,2022.01.21,6.1,"Erigaisi, Arjun","Ganguly, S.",1-0,2627,C53,NED,2022.01.15,13,tourn,83,Mark Crowther,2022.01.24,2,The Week in Chess 1420,2,2022.01.26,2632,,,13,,
162,Tata Steel Challengers,Wijk aan Zee NED,2022.01.22,7.1,"Jumabayev, R.","Erigaisi, Arjun",1/2-1/2,2632,B40,NED,2022.01.15,13,tourn,167,Mark Crowther,2022.01.24,2,The Week in Chess 1420,2,2022.01.26,2631,,,13,,
163,Tata Steel Challengers,Wijk aan Zee NED,2022.01.23,8.1,"Erigaisi, Arjun","Bjerre, Jonas Buhl",1-0,2586,B40,NED,2022.01.15,13,tourn,59,Mark Crowther,2022.01.24,2,The Week in Chess 1420,2,2022.01.26,2632,,,13,,
164,Tata Steel Challengers,Wijk aan Zee NED,2022.01.25,9.1,"Zhu, Jiner","Erigaisi, Arjun",0-1,2632,C70,NED,2022.01.15,13,tourn,104,Mark Crowther,2022.01.31,2,The Week in Chess 1421,2,2022.02.01,2478,,,13,,
165,Tata Steel Challengers,Wijk aan Zee NED,2022.01.26,10.1,"Erigaisi, Arjun","Shuvalova, Polina",1/2-1/2,2516,D50,NED,2022.01.15,13,tourn,61,Mark Crowther,2022.01.31,2,The Week in Chess 1421,2,2022.02.01,2632,,,13,,
166,Tata Steel Challengers,Wijk aan Zee NED,2022.01.28,11.1,"L'Ami, E.","Erigaisi, Arjun",1/2-1/2,2632,E04,NED,2022.01.15,13,tourn,46,Mark Crowther,2022.01.31,2,The Week in Chess 1421,2,2022.02.01,2622,,,13,,
167,Tata Steel Challengers,Wijk aan Zee NED,2022.01.29,12.1,"Erigaisi, Arjun","Nguyen, Thai Dai Van",1/2-1/2,2613,D37,NED,2022.01.15,13,tourn,30,Mark Crowther,2022.01.31,2,The Week in Chess 1421,2,2022.02.01,2632,,,13,,
168,Tata Steel Challengers,Wijk aan Zee NED,2022.01.30,13.1,"Maurizzi, Marc'Andria","Erigaisi, Arjun",0-1,2632,E21,NED,2022.01.15,13,tourn,124,Mark Crowther,2022.01.31,2,The Week in Chess 1421,2,2022.02.01,2502,,,13,,
169,58th ch-IND 2022,Kanpur IND,2022.02.25,1.2,"Srimanarayana, A.","Erigaisi, Arjun",0-1,2633,B44,IND,2022.02.25,11,swiss,104,Mark Crowther,2022.02.28,2,The Week in Chess 1425,1,2022.02.28,2029,,,,,
170,58th ch-IND 2022,Kanpur IND,2022.02.25,2.2,"Erigaisi, Arjun","Ayush, Sharma",1-0,2302,A45,IND,2022.02.25,11,swiss,81,Mark Crowther,2022.02.28,2,The Week in Chess 1425,1,2022.02.28,2633,,,,,
171,58th ch-IND 2022,Kanpur IND,2022.02.26,3.2,"Das, Say","Erigaisi, Arjun",0-1,2633,C70,IND,2022.02.25,11,swiss,122,Mark Crowther,2022.02.28,2,The Week in Chess 1425,1,2022.02.28,2459,,,,,
172,58th ch-IND 2022,Kanpur IND,2022.02.26,4.1,"Erigaisi, Arjun","Ravi, TeS",1-0,2469,B12,IND,2022.02.25,11,swiss,85,Mark Crowther,2022.02.28,2,The Week in Chess 1425,1,2022.02.28,2633,,,,,
173,58th ch-IND 2022,Kanpur IND,2022.02.27,5.1,"Gukesh, D.","Erigaisi, Arjun",1/2-1/2,2633,D44,IND,2022.02.25,11,swiss,92,Mark Crowther,2022.02.28,2,The Week in Chess 1425,1,2022.02.28,2614,,,,,
174,58th ch-IND 2022,Kanpur IND,2022.02.28,6.1,"Erigaisi, Arjun","Gupta, Ab",1-0,2628,C58,IND,2022.02.25,11,swiss,91,Mark Crowther,2022.02.28,2,The Week in Chess 1425,1,2022.02.28,2633,,,,,
175,58th ch-IND 2022,Kanpur IND,2022.02.28,7.1,"Aryan, C.","Erigaisi, Arjun",1/2-1/2,2633,D35,IND,2022.02.25,11,swiss,107,Mark Crowther,2022.02.28,2,The Week in Chess 1425,1,2022.02.28,2585,,,,,
176,58th ch-IND 2022,Kanpur IND,2022.03.01,8.1,"Erigaisi, Arjun","Visakh, N R.",1/2-1/2,2522,E04,IND,2022.02.25,11,swiss,63,Mark Crowther,2022.03.07,2,The Week in Chess 1426,2,2022.03.08,2633,,,,,
177,58th ch-IND 2022,Kanpur IND,2022.03.01,9.1,"Pranav, V.","Erigaisi, Arjun",0-1,2633,B30,IND,2022.02.25,11,swiss,120,Mark Crowther,2022.03.07,2,The Week in Chess 1426,2,2022.03.08,2486,,,,,
178,58th ch-IND 2022,Kanpur IND,2022.03.02,10.1,"Erigaisi, Arjun","Iniyan, P.",1/2-1/2,2516,A46,IND,2022.02.25,11,swiss,82,Mark Crowther,2022.03.07,2,The Week in Chess 1426,2,2022.03.08,2633,,,,,
179,58th ch-IND 2022,Kanpur IND,2022.03.03,11.1,"Sethuraman, S.","Erigaisi, Arjun",1/2-1/2,2633,A33,IND,2022.02.25,11,swiss,84,Mark Crowther,2022.03.07,2,The Week in Chess 1426,2,2022.03.08,2619,,,,,
180,TCh-BAN Premier 2022,Dhaka BAN,2022.03.10,1.5,"Harsha, B.","Erigaisi, Arjun",1-0,2660,B12,BAN,2022.03.10,11,team,129,Mark Crowther,2022.03.14,2,The Week in Chess 1427,1,2022.03.14,2499,Bangladesh Police,Manha's Castle,,,
181,TCh-BAN Premier 2022,Dhaka BAN,2022.03.11,2.3,"Erigaisi, Arjun",Md Anisur Rahaman,1-0,,A28,BAN,2022.03.10,11,team,61,Mark Crowther,2022.03.14,2,The Week in Chess 1427,1,2022.03.14,2660,Janata Bank Officer Welfare Society,Bangladesh Police,,,
182,TCh-BAN Premier 2022,Dhaka BAN,2022.03.12,3.4,"Srijit, Paul","Erigaisi, Arjun",0-1,2660,B89,BAN,2022.03.10,11,team,44,Mark Crowther,2022.03.14,2,The Week in Chess 1427,1,2022.03.14,2419,Bangladesh Police,Leonine Chess Club,,,
183,TCh-BAN Premier 2022,Dhaka BAN,2022.03.13,4.4,"Erigaisi, Arjun","Ahmed, SN.",1-0,2167,A46,BAN,2022.03.10,11,team,89,Mark Crowther,2022.03.14,2,The Week in Chess 1427,1,2022.03.14,2660,Bangladesh Navy,Bangladesh Police,,,
184,TCh-BAN Premier 2022,Dhaka BAN,2022.03.14,5.3,"Sankalp, Gupta","Erigaisi, Arjun",1/2-1/2,2660,C45,BAN,2022.03.10,11,team,133,Mark Crowther,2022.03.21,2,The Week in Chess 1428,2,2022.03.22,2536,Bangladesh Police,Rupali Bank Krira Parisad,,,
185,TCh-BAN Premier 2022,Dhaka BAN,2022.03.15,6.5,"Erigaisi, Arjun","Alam, MdM",1-0,1848,A08,BAN,2022.03.10,11,team,43,Mark Crowther,2022.03.21,2,The Week in Chess 1428,2,2022.03.22,2660,Uttara Central Chess Club,Bangladesh Police,,,
186,TCh-BAN Premier 2022,Dhaka BAN,2022.03.16,7.2,"Mohammad, Nubairshah Shaikh","Erigaisi, Arjun",1/2-1/2,2660,A07,BAN,2022.03.10,11,team,93,Mark Crowther,2022.03.21,2,The Week in Chess 1428,2,2022.03.22,2436,Bangladesh Police,Titas Club,,,
187,TCh-BAN Premier 2022,Dhaka BAN,2022.03.17,8.6,"Erigaisi, Arjun","Sharon, S M.",1-0,2087,A10,BAN,2022.03.10,11,team,1,Mark Crowther,2022.03.21,2,The Week in Chess 1428,2,2022.03.22,2660,Shahin Chess Club,Bangladesh Police,,,
188,TCh-BAN Premier 2022,Dhaka BAN,2022.03.18,9.1,"Mchedlishvili, M.","Erigaisi, Arjun",1/2-1/2,2660,C45,BAN,2022.03.10,11,team,51,Mark Crowther,2022.03.21,2,The Week in Chess 1428,2,2022.03.22,2584,Bangladesh Police,SAIF Sporting Club,,,
189,TCh-BAN Premier 2022,Dhaka BAN,2022.03.19,10.6,"Shyam, SM.","Erigaisi, Arjun",0-1,2660,B72,BAN,2022.03.10,11,team,82,Mark Crowther,2022.03.21,2,The Week in Chess 1428,2,2022.03.22,2528,Bangladesh Police,Sheikh Russel Chess Club,,,
190,TCh-BAN Premier 2022,Dhaka BAN,2022.03.20,11.2,"Erigaisi, Arjun","Zia, Tahsin Tajwar",1-0,2235,B12,BAN,2022.03.10,11,team,71,Mark Crowther,2022.03.21,2,The Week in Chess 1428,2,2022.03.22,2660,Bangladesh Biman,Bangladesh Police,,,
191,19th Delhi Open 2022,New Delhi IND,2022.03.22,1.1,"Manigandan, S.","Erigaisi, Arjun",0-1,2660,A40,IND,2022.03.22,10,swiss,78,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2127,,,,,
192,19th Delhi Open 2022,New Delhi IND,2022.03.23,2.1,"Erigaisi, Arjun","Karthikeyan, P2.",1-0,2397,B47,IND,2022.03.22,10,swiss,123,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2660,,,,,
193,19th Delhi Open 2022,New Delhi IND,2022.03.23,3.1,"Nigmatov, Ortik","Erigaisi, Arjun",0-1,2660,B66,IND,2022.03.22,10,swiss,96,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2445,,,,,
194,19th Delhi Open 2022,New Delhi IND,2022.03.24,4.1,"Erigaisi, Arjun","Jain, Kushagra",1-0,1452,A04,IND,2022.03.22,10,swiss,97,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2660,,,,,
195,19th Delhi Open 2022,New Delhi IND,2022.03.25,5.1,"Iniyan, P.","Erigaisi, Arjun",1/2-1/2,2660,B33,IND,2022.03.22,10,swiss,81,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2516,,,,,
196,19th Delhi Open 2022,New Delhi IND,2022.03.25,6.2,"Erigaisi, Arjun","Harsha, B.",1/2-1/2,2499,B42,IND,2022.03.22,10,swiss,70,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2660,,,,,
197,19th Delhi Open 2022,New Delhi IND,2022.03.26,7.2,"Shyam, N.","Erigaisi, Arjun",0-1,2660,C55,IND,2022.03.22,10,swiss,60,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2442,,,,,
198,19th Delhi Open 2022,New Delhi IND,2022.03.27,8.1,"Erigaisi, Arjun","Lalith, B.",1-0,2558,C45,IND,2022.03.22,10,swiss,55,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2660,,,,,
199,19th Delhi Open 2022,New Delhi IND,2022.03.28,9.1,"Gukesh, D.","Erigaisi, Arjun",1/2-1/2,2660,B90,IND,2022.03.22,10,swiss,88,Mark Crowther,2022.03.28,2,The Week in Chess 1429,1,2022.03.28,2614,,,,,
200,19th Delhi Open 2022,New Delhi IND,2022.03.29,10.3,"Erigaisi, Arjun","Karthik, V4.",1-0,2485,B90,IND,2022.03.22,10,swiss,115,Mark Crowther,2022.04.04,2,The Week in Chess 1430,1,2022.04.04,2660,,,,,
201,Fagernes GM Open 2022,Fagernes NOR,2022.04.10,1.1,"Erigaisi, Arjun","Sieber, Fiona",1-0,2248,D33,NOR,2022.04.10,9,swiss,53,Mark Crowther,2022.04.11,2,The Week in Chess 1431,1,2022.04.11,2675,,,,,
202,Fagernes GM Open 2022,Fagernes NOR,2022.04.11,2.1,"Kaasen, Tor Fredrik","Erigaisi, Arjun",0-1,2675,D45,NOR,2022.04.10,9,swiss,118,Mark Crowther,2022.04.11,2,The Week in Chess 1431,1,2022.04.11,2465,,,,,
203,Fagernes GM Open 2022,Fagernes NOR,2022.04.12,3.1,"Erigaisi, Arjun","Can, E.",1/2-1/2,2578,B90,NOR,2022.04.10,9,swiss,74,Mark Crowther,2022.04.18,2,The Week in Chess 1432,1,2022.04.18,2675,,,,,
204,Fagernes GM Open 2022,Fagernes NOR,2022.04.12,4.2,"Erigaisi, Arjun","Aryan, C.",1-0,2592,E92,NOR,2022.04.10,9,swiss,67,Mark Crowther,2022.04.18,2,The Week in Chess 1432,1,2022.04.18,2675,,,,,
205,Fagernes GM Open 2022,Fagernes NOR,2022.04.13,5.1,"Kulaots, K.","Erigaisi, Arjun",1/2-1/2,2675,C70,NOR,2022.04.10,9,swiss,112,Mark Crowther,2022.04.18,2,The Week in Chess 1432,1,2022.04.18,2529,,,,,
206,Fagernes GM Open 2022,Fagernes NOR,2022.04.14,6.1,"Erigaisi, Arjun","Urkedal, F.",1/2-1/2,2539,E20,NOR,2022.04.10,9,swiss,100,Mark Crowther,2022.04.18,2,The Week in Chess 1432,1,2022.04.18,2675,,,,,
207,Fagernes GM Open 2022,Fagernes NOR,2022.04.15,7.1,"Hakobyan, Aram","Erigaisi, Arjun",1/2-1/2,2675,D41,NOR,2022.04.10,9,swiss,99,Mark Crowther,2022.04.18,2,The Week in Chess 1432,1,2022.04.18,2612,,,,,
208,Fagernes GM Open 2022,Fagernes NOR,2022.04.16,8.2,"Erigaisi, Arjun","Donchenko, Alexa",1/2-1/2,2619,D02,NOR,2022.04.10,9,swiss,77,Mark Crowther,2022.04.18,2,The Week in Chess 1432,1,2022.04.18,2675,,,,,
209,Fagernes GM Open 2022,Fagernes NOR,2022.04.17,9.3,"Nihal, Sarin","Erigaisi, Arjun",1/2-1/2,2675,E32,NOR,2022.04.10,9,swiss,50,Mark Crowther,2022.04.18,2,The Week in Chess 1432,1,2022.04.18,2648,,,,,
210,3rd Yerevan Open A 2021,Yerevan ARM,2021.10.20,7.8,"Urazayev, Arystanbek","Erigaisi, Arjun",1/2-1/2,2634,D38,ARM,2021.10.14,9,swiss,95,Mark Crowther,2021.10.25,2,The Week in Chess 1407,1,2021.10.25,2451,,,,,
211,3rd Yerevan Open A 2021,Yerevan ARM,2021.10.21,8.9,"Erigaisi, Arjun","Pranav, Anand",1-0,2430,E71,ARM,2021.10.14,9,swiss,90,Mark Crowther,2021.10.25,2,The Week in Chess 1407,1,2021.10.25,2634,,,,,
212,3rd Yerevan Open A 2021,Yerevan ARM,2021.10.22,9.5,"Shahinyan, D.","Erigaisi, Arjun",0-1,2634,C02,ARM,2021.10.14,9,swiss,76,Mark Crowther,2021.10.25,2,The Week in Chess 1407,1,2021.10.25,2469,,,,,
213,I Menorca Open 2022,Ciutadella de Menorca ESP,2022.04.20,1.1,"Erigaisi, Arjun","Aguado Doncel, Pablo Luis",1-0,2123,D02,ESP,2022.04.20,7,swiss,93,Mark Crowther,2022.04.25,2,The Week in Chess 1433,1,2022.04.25,2675,,,,,
214,I Menorca Open 2022,Ciutadella de Menorca ESP,2022.04.21,2.1,"Alinasab, Mobina","Erigaisi, Arjun",0-1,2675,C02,ESP,2022.04.20,7,swiss,72,Mark Crowther,2022.04.25,2,The Week in Chess 1433,1,2022.04.25,2355,,,,,
215,I Menorca Open 2022,Ciutadella de Menorca ESP,2022.04.21,3.1,"Erigaisi, Arjun","Cuenca Jimenez, J.",1-0,2558,D02,ESP,2022.04.20,7,swiss,77,Mark Crowther,2022.04.25,2,The Week in Chess 1433,1,2022.04.25,2675,,,,,
216,I Menorca Open 2022,Ciutadella de Menorca ESP,2022.04.22,4.1,"Martirosyan, Haik M.","Erigaisi, Arjun",1/2-1/2,2675,D44,ESP,2022.04.20,7,swiss,52,Mark Crowther,2022.04.25,2,The Week in Chess 1433,1,2022.04.25,2633,,,,,
217,I Menorca Open 2022,Ciutadella de Menorca ESP,2022.04.23,5.2,"Erigaisi, Arjun","Sargsyan, Shant",0-1,2639,E20,ESP,2022.04.20,7,swiss,74,Mark Crowther,2022.04.25,2,The Week in Chess 1433,1,2022.04.25,2675,,,,,
218,I Menorca Open 2022,Ciutadella de Menorca ESP,2022.04.23,6.8,"Romanishin, O.","Erigaisi, Arjun",0-1,2675,D02,ESP,2022.04.20,7,swiss,102,Mark Crowther,2022.04.25,2,The Week in Chess 1433,1,2022.04.25,2415,,,,,
219,I Menorca Open 2022,Ciutadella de Menorca ESP,2022.04.24,7.4,"Erigaisi, Arjun","Sadhwani, Raunak",1/2-1/2,2628,E20,ESP,2022.04.20,7,swiss,26,Mark Crowther,2022.04.25,2,The Week in Chess 1433,1,2022.04.25,2675,,,,,
220,27th Sigeman & Co 2022,Malmo SWE,2022.05.03,1.1,"Erigaisi, Arjun","Shirov, A.",1-0,2693,D44,SWE,2022.05.03,7,tourn,81,Mark Crowther,2022.05.09,2,The Week in Chess 1435,2,2022.05.09,2675,,,18,,
221,27th Sigeman & Co 2022,Malmo SWE,2022.05.04,2.4,"Erigaisi, Arjun","Salem, AR.",1-0,2690,B12,SWE,2022.05.03,7,tourn,115,Mark Crowther,2022.05.09,2,The Week in Chess 1435,2,2022.05.09,2675,,,18,,
222,27th Sigeman & Co 2022,Malmo SWE,2022.05.05,3.2,"Niemann, Hans Moke","Erigaisi, Arjun",1-0,2675,D12,SWE,2022.05.03,7,tourn,135,Mark Crowther,2022.05.09,2,The Week in Chess 1435,2,2022.05.09,2637,,,18,,
223,27th Sigeman & Co 2022,Malmo SWE,2022.05.06,4.3,"Erigaisi, Arjun","Grandelius, N.",1/2-1/2,2656,C45,SWE,2022.05.03,7,tourn,77,Mark Crowther,2022.05.09,2,The Week in Chess 1435,2,2022.05.09,2675,,,18,,
224,27th Sigeman & Co 2022,Malmo SWE,2022.05.07,5.3,"Van Foreest, Jorden","Erigaisi, Arjun",1/2-1/2,2675,C55,SWE,2022.05.03,7,tourn,99,Mark Crowther,2022.05.09,2,The Week in Chess 1435,2,2022.05.09,2714,,,18,,
225,27th Sigeman & Co 2022,Malmo SWE,2022.05.08,6.2,"Erigaisi, Arjun","Adams, Mi",1/2-1/2,2698,A45,SWE,2022.05.03,7,tourn,80,Mark Crowther,2022.05.09,2,The Week in Chess 1435,2,2022.05.09,2675,,,18,,
226,27th Sigeman & Co 2022,Malmo SWE,2022.05.09,7.4,"Navara, D.","Erigaisi, Arjun",1/2-1/2,2675,D40,SWE,2022.05.03,7,tourn,117,Mark Crowther,2022.05.09,2,The Week in Chess 1435,2,2022.05.09,2693,,,18,,
227,5th Sharjah Masters 2022,Sharjah UAE,2022.05.21,1.4,"Mchedlishvili, M.","Erigaisi, Arjun",1/2-1/2,2675,D02,UAE,2022.05.21,9,swiss,139,Mark Crowther,2022.05.23,2,The Week in Chess 1437,1,2022.05.23,2595,,,,,
228,5th Sharjah Masters 2022,Sharjah UAE,2022.05.22,2.14,"Erigaisi, Arjun","Van Foreest, Lucas",1/2-1/2,2572,C45,UAE,2022.05.21,9,swiss,120,Mark Crowther,2022.05.23,2,The Week in Chess 1437,1,2022.05.23,2675,,,,,
229,5th Sharjah Masters 2022,Sharjah UAE,2022.05.23,3.16,"Kadric, D.","Erigaisi, Arjun",0-1,2675,B35,UAE,2022.05.21,9,swiss,70,Mark Crowther,2022.05.23,2,The Week in Chess 1437,1,2022.05.23,2576,,,,,
230,5th Sharjah Masters 2022,Sharjah UAE,2022.05.24,4.7,"Erigaisi, Arjun","Ganguly, S.",1/2-1/2,2616,A45,UAE,2022.05.21,9,swiss,111,Mark Crowther,2022.05.30,2,The Week in Chess 1438,1,2022.05.30,2675,,,,,
231,5th Sharjah Masters 2022,Sharjah UAE,2022.05.25,5.8,"Sadhwani, Raunak","Erigaisi, Arjun",1/2-1/2,2675,,UAE,2022.05.21,9,swiss,74,Mark Crowther,2022.05.30,2,The Week in Chess 1438,1,2022.05.30,2619,,,,,
232,5th Sharjah Masters 2022,Sharjah UAE,2022.05.26,6.9,"Erigaisi, Arjun","Aryan, C.",1-0,2609,E49,UAE,2022.05.21,9,swiss,133,Mark Crowther,2022.05.30,2,The Week in Chess 1438,1,2022.05.30,2675,,,,,
233,5th Sharjah Masters 2022,Sharjah UAE,2022.05.27,7.5,"Ponkratov, P.","Erigaisi, Arjun",1/2-1/2,2675,C50,UAE,2022.05.21,9,swiss,33,Mark Crowther,2022.05.30,2,The Week in Chess 1438,1,2022.05.30,2624,,,,,
234,5th Sharjah Masters 2022,Sharjah UAE,2022.05.28,8.4,"Erigaisi, Arjun","Martirosyan, Haik M.",1/2-1/2,2652,A45,UAE,2022.05.21,9,swiss,64,Mark Crowther,2022.05.30,2,The Week in Chess 1438,1,2022.05.30,2675,,,,,
235,5th Sharjah Masters 2022,Sharjah UAE,2022.05.29,9.6,"Indjic, A.","Erigaisi, Arjun",0-1,2675,D02,UAE,2022.05.21,9,swiss,59,Mark Crowther,2022.05.30,2,The Week in Chess 1438,1,2022.05.30,2621,,,,,
236,TCh-FRA Top 16 GpB 2022,Chartres FRA,2022.06.09,1.1,"Erigaisi, Arjun","Vernay, C.",1/2-1/2,2520,C11,FRA,2022.06.09,7,team,109,Mark Crowther,2022.06.13,2,The Week in Chess 1440,1,2022.06.13,2681,Lyon Olympique Echecs,Mulhouse Philidor,,,
237,TCh-FRA Top 16 GpB 2022,Chartres FRA,2022.06.10,2.3,"Duboue, P.","Erigaisi, Arjun",1/2-1/2,2681,C01,FRA,2022.06.09,7,team,70,Mark Crowther,2022.06.13,2,The Week in Chess 1440,1,2022.06.13,2426,Mulhouse Philidor,Echiquier de l'Erdre,,,
238,TCh-FRA Top 16 GpB 2022,Chartres FRA,2022.06.11,3.3,"Erigaisi, Arjun","Vocaturo, D.",1-0,2608,A45,FRA,2022.06.09,7,team,75,Mark Crowther,2022.06.13,2,The Week in Chess 1440,1,2022.06.13,2681,Clichy-Echecs-92,Mulhouse Philidor,,,
239,TCh-FRA Top 16 GpB 2022,Chartres FRA,2022.06.12,4.3,"Donchenko, Alexa","Erigaisi, Arjun",1-0,2681,E94,FRA,2022.06.09,7,team,87,Mark Crowther,2022.06.13,2,The Week in Chess 1440,1,2022.06.13,2602,Mulhouse Philidor,Vandoeuvre-Echecs,,,
240,TCh-FRA Top 16 GpB 2022,Chartres FRA,2022.06.13,5.2,"Erigaisi, Arjun","Le Hetet, N.",1-0,2372,B32,FRA,2022.06.09,7,team,115,Mark Crowther,2022.06.13,2,The Week in Chess 1440,1,2022.06.13,2681,Echiquier Agenais,Mulhouse Philidor,,,
241,TCh-FRA Top 16 GpB 2022,Chartres FRA,2022.06.14,6.4,"Kulaots, K.","Erigaisi, Arjun",0-1,2681,C02,FRA,2022.06.09,7,team,98,Mark Crowther,2022.06.20,2,The Week in Chess 1441,1,2022.06.20,2537,Mulhouse Philidor,Les Tours des Hauts de France - St Quentin,,,
242,TCh-FRA Top 16 GpB 2022,Chartres FRA,2022.06.15,7.1,"Erigaisi, Arjun","Esipenko, Andrey",1/2-1/2,2705,E49,FRA,2022.06.09,7,team,70,Mark Crowther,2022.06.20,2,The Week in Chess 1441,1,2022.06.20,2681,Asnieres - Le Grand Echiquier,Mulhouse Philidor,,,
243,TCh-FRA Top 16 Haute 2022,Chartres FRA,2022.06.16,1.1,"Erigaisi, Arjun","Fressinet, L.",1/2-1/2,2624,D00,FRA,2022.06.16,4,team,60,Mark Crowther,2022.06.20,2,The Week in Chess 1441,1,2022.06.20,2681,Bischwiller,Mulhouse Philidor,,,
